,system_date,lat,lon,speed,LA,LZ
6224,2022-11-10 00:39:13.928037,40.5274903333,-3.6585503333,17.204,80.78,93.83
6225,2022-11-10 00:39:14.940591,40.5275053333,-3.658604,18.259,80.55,93.32
6226,2022-11-10 00:39:15.953218,40.5275228333,-3.6586605,19.391,78.47,91.07
6227,2022-11-10 00:39:16.965517,40.5275361667,-3.6587101667,17.155,76.15,90.79
6228,2022-11-10 00:39:17.977711,40.5275555,-3.658758,15.86,75.07,88.1
6229,2022-11-10 00:39:18.990669,40.5275765,-3.6587968333,14.486,76.51,91.01
6230,2022-11-10 00:39:20.003234,40.527602,-3.6588253333,12.938,79.84,93.46
6231,2022-11-10 00:39:21.015713,40.5276378333,-3.6588341667,15.021,80.6,93.28
6232,2022-11-10 00:39:22.025568,40.5276838333,-3.6588216667,0.0,79.03,92.2
6233,2022-11-10 00:39:23.034256,40.5277336667,-3.6587985,0.0,82.21,91.82
6234,2022-11-10 00:39:24.044263,40.5277896667,-3.6587715,0.0,84.27,93.74
6235,2022-11-10 00:39:25.068109,40.5278513333,-3.6587398333,27.838,84.3,95.47
6236,2022-11-10 00:39:26.074864,0.0,0.0,28.822,85.59,96.48
6237,2022-11-10 00:39:27.081315,0.0,0.0,29.509,85.05,94.7
6238,2022-11-10 00:39:28.088135,0.0,0.0,30.117,85.21,94.21
6239,2022-11-10 00:39:29.094995,0.0,0.0,30.422,84.4,95.21
6240,2022-11-10 00:39:30.101230,0.0,0.0,30.562,85.27,95.86
6241,2022-11-10 00:39:31.109009,0.0,0.0,31.314,85.75,96.74
6242,2022-11-10 00:39:32.115441,0.0,0.0,31.96,87.13,96.04
6243,2022-11-10 00:39:33.128112,40.5284841667,-3.6584025,32.29,87.69,99.01
6244,2022-11-10 00:39:34.140363,40.5285675,-3.6583658333,34.069,87.07,96.87
6245,2022-11-10 00:39:35.153206,40.5286511667,-3.6583296667,35.098,85.6,93.64
6246,2022-11-10 00:39:36.165773,40.528733,-3.65829,34.501,85.81,96.52
