,system_date,lat,lon,speed,LA,LZ
239,2022-11-17 22:50:59.315648,39.9701723333,0.0125686667,0.081,49.62,68.2
240,2022-11-17 22:51:00.336129,39.9701721667,0.0125683333,0.046,50.07,68.17
241,2022-11-17 22:51:01.348208,39.9701716667,0.012568,0.034,48.62,68.06
242,2022-11-17 22:51:02.360635,39.970172,0.0125675,0.261,50.43,69.08
243,2022-11-17 22:51:03.372701,39.9701721667,0.0125673333,0.146,50.45,67.99
244,2022-11-17 22:51:04.384702,39.9701718333,0.0125671667,0.041,50.18,68.7
245,2022-11-17 22:51:05.396911,39.9701716667,0.0125665,0.032,49.32,67.2
246,2022-11-17 22:51:06.408894,39.9701711667,0.0125658333,0.043,49.82,67.43
247,2022-11-17 22:51:07.420898,39.970171,0.0125651667,0.062,49.49,68.4
248,2022-11-17 22:51:08.432936,39.9701708333,0.0125648333,0.033,50.02,68.25
249,2022-11-17 22:51:09.445358,39.970171,0.0125643333,0.122,50.43,68.64
250,2022-11-17 22:51:10.458299,39.9701713333,0.0125635,0.048,51.26,69.2
251,2022-11-17 22:51:11.470711,39.9701716667,0.012562,0.098,51.71,69.79
252,2022-11-17 22:51:12.482439,39.970172,0.0125608333,0.07,50.85,68.73
253,2022-11-17 22:51:13.494715,39.9701725,0.0125593333,0.005,49.82,68.28
254,2022-11-17 22:51:14.507085,39.9701728333,0.012558,0.102,50.21,67.77
255,2022-11-17 22:51:15.519247,39.9701726667,0.0125573333,0.139,50.11,67.62
256,2022-11-17 22:51:16.531435,39.9701733333,0.0125568333,0.138,51.49,67.41
257,2022-11-17 22:51:17.543624,39.9701738333,0.0125561667,0.187,51.22,67.3
258,2022-11-17 22:51:18.555663,39.9701745,0.0125556667,0.148,50.31,67.31
259,2022-11-17 22:51:19.567780,39.970175,0.0125555,0.036,49.13,68.57
260,2022-11-17 22:51:20.589855,39.9701753333,0.0125551667,0.042,48.5,65.82
261,2022-11-17 22:51:21.601793,39.9701756667,0.0125546667,0.048,47.88,68.03
262,2022-11-17 22:51:22.613773,39.9701766667,0.0125541667,0.088,47.72,66.29
263,2022-11-17 22:51:23.625740,39.970178,0.0125538333,0.037,64.73,68.87
264,2022-11-17 22:51:24.638068,39.9701788333,0.012553,0.052,61.76,68.29
265,2022-11-17 22:51:25.650173,39.97018,0.0125515,0.574,63.63,69.17
266,2022-11-17 22:51:26.662128,39.9701815,0.012549,0.963,62.31,70.15
267,2022-11-17 22:51:27.674095,39.970184,0.0125445,1.684,63.12,70.27
268,2022-11-17 22:51:28.686263,39.9701863333,0.0125388333,1.905,65.51,70.9
269,2022-11-17 22:51:29.698297,39.970188,0.0125346667,1.587,63.1,69.3
270,2022-11-17 22:51:30.710435,39.9701891667,0.0125315,1.251,62.18,69.3
271,2022-11-17 22:51:31.722278,39.9701921667,0.0125256667,2.188,62.04,70.46
272,2022-11-17 22:51:32.734153,39.970196,0.0125191667,2.449,64.12,72.28
273,2022-11-17 22:51:33.746474,39.9701995,0.012509,3.193,65.33,76.0
274,2022-11-17 22:51:34.758369,39.9702023333,0.0125003333,2.342,64.2,71.51
275,2022-11-17 22:51:35.770178,39.9702043333,0.0124916667,2.607,63.4,72.34
276,2022-11-17 22:51:36.782141,39.9702056667,0.0124848333,2.228,63.71,73.39
277,2022-11-17 22:51:37.794069,39.9702091667,0.0124835,0.192,57.66,73.17
278,2022-11-17 22:51:38.806866,39.970209,0.0124893333,1.191,58.75,73.98
279,2022-11-17 22:51:39.825077,39.9702118333,0.0124973333,3.452,62.94,77.32
280,2022-11-17 22:51:40.845343,39.970218,0.0125126667,5.473,69.63,84.54
281,2022-11-17 22:51:41.857275,39.9702288333,0.0125201667,4.923,74.07,87.54
282,2022-11-17 22:51:42.869337,39.9702615,0.0125423333,14.747,78.44,91.27
283,2022-11-17 22:51:43.881294,39.970288,0.0125713333,14.992,75.13,88.68
284,2022-11-17 22:51:44.893165,39.9703085,0.012601,12.497,71.13,83.39
285,2022-11-17 22:51:45.905345,39.9703266667,0.0126241667,9.93,68.59,81.46
286,2022-11-17 22:51:46.917201,39.970334,0.0126301667,2.97,66.63,80.9
287,2022-11-17 22:51:47.929218,39.9703378333,0.0126303333,0.219,66.56,80.25
288,2022-11-17 22:51:48.941501,39.970341,0.0126296667,0.278,66.64,81.82
289,2022-11-17 22:51:49.953437,39.9703421667,0.0126273333,0.214,66.97,79.85
290,2022-11-17 22:51:50.966240,39.9703435,0.0126283333,0.851,67.87,81.05
291,2022-11-17 22:51:51.978462,39.9703458333,0.0126388333,3.473,70.73,84.8
292,2022-11-17 22:51:52.990519,39.9703563333,0.012653,7.219,74.14,87.02
293,2022-11-17 22:51:54.002656,39.970374,0.0126736667,10.109,76.35,88.15
294,2022-11-17 22:51:55.014816,39.9704073333,0.0126971667,15.869,78.25,89.54
295,2022-11-17 22:51:56.033290,39.9704481667,0.012738,20.876,78.7,89.46
296,2022-11-17 22:51:57.045258,39.9704956667,0.0127848333,24.267,80.65,93.21
297,2022-11-17 22:51:58.057123,39.9705466667,0.0128396667,26.341,81.78,90.59
298,2022-11-17 22:51:59.076319,39.9706015,0.0129005,28.794,82.17,93.63
299,2022-11-17 22:52:00.095830,39.9706601667,0.0129581667,28.573,81.78,95.18
300,2022-11-17 22:52:01.108283,39.9707255,0.0130106667,30.536,83.53,92.93
301,2022-11-17 22:52:02.121010,39.9707948333,0.0130535,30.488,83.28,93.26
302,2022-11-17 22:52:03.133526,39.9708628333,0.0130963333,31.461,82.12,91.6
303,2022-11-17 22:52:04.145792,39.9709245,0.0131406667,27.997,82.05,93.67
304,2022-11-17 22:52:05.158179,39.9709823333,0.013185,26.859,79.46,90.64
305,2022-11-17 22:52:06.167750,39.9710368333,0.0132251667,0.0,75.1,87.27
306,2022-11-17 22:52:07.176843,39.971082,0.0132653333,0.0,71.1,84.55
307,2022-11-17 22:52:08.188913,39.971117,0.0132861667,7.636,66.93,80.32
308,2022-11-17 22:52:09.201689,39.9711435,0.0132963333,6.013,66.44,78.98
